ID,이름,성별,birthYear,birthDate,연락처,user,알림,위치,UID,가입일,업데이트일,회원탈퇴일,최근접속일,닉네임,프로필사진,프로필썸네일사진,이메일,연령대
10665038,권혜신,여,1957,211,010-4283-3786,TRUE,TRUE,"(37.5047072, 127.0485641)",NOM1AQJ0-61MM-ZLT9-K2IV-RW1EQ9EW67VF,2018-02-31,2020-11-20,2020-11-25,2019-12-31,Null,Null,Null,ukdhylb0935@gmail.com,30~39
33228717,권병지,여,1988,512,010-8063-0024,TRUE,TRUE,"(37.5047072, 127.0485641)",PJ8DIGN3-AH4C-WFS7-H3WA-QIPZE4ANB1V8,2019-02-18,2018-12-23,Null,Null,Null,Null,Null,tqqbnmt9034@gmail.com,30~39
78886547,김철희,남,1973,218,010-8411-4147,TRUE,TRUE,"(37.5047072, 127.0485641)",ACZM09H5-O6XC-Q7WN-NQC7-V1I1QM3UYO0M,2018-03-20,2020-11-31,Null,Null,Null,Null,Null,tddkalt6055@gmail.com,60~69
94844597,홍병지,남,1971,316,010-3610-5930,TRUE,TRUE,"(37.5047072, 127.0485641)",R5FJC8V8-CJHK-PPTY-VIWB-STF5JL7PIYGS,2017-04-30,2019-02-30,Null,Null,Null,Null,Null,itbneat6038@gmail.com,1~9
75339878,이혜철,남,1991,120,010-9175-0688,TRUE,TRUE,"(37.5047072, 127.0485641)",6G3PNUP8-RBUQ-601K-BBBX-BEUMXICPST1W,2020-06-29,2018-09-30,2019-11-22,2019-09-23,Null,Null,Null,hoxwxey5601@gmail.com,90~
16869096,유수제,남,1997,1023,010-4650-2957,TRUE,TRUE,"(37.5047072, 127.0485641)",ROQVSZ79-5VL3-X2F1-Q18V-D71EYZ2EGHRW,2020-03-21,2019-03-21,Null,Null,Null,Null,Null,fwogult4690@gmail.com,20~29
92921977,권병호,남,1956,331,010-3560-5619,FALSE,TRUE,"(37.5047072, 127.0485641)",CFM9OGNW-5D9U-PG9Y-38R9-HO5ORBC1AIKU,2018-11-20,2018-07-20,Null,Null,Null,Null,Null,hpojqdy4154@gmail.com,1~9
22514998,홍정수,여,1987,1219,010-4725-8075,TRUE,TRUE,"(37.5047072, 127.0485641)",E4HWXPY9-DDV6-N8XG-QNSK-XJH5Z1I35W7P,2017-07-27,2020-09-24,Null,Null,Null,Null,Null,barkagn5401@gmail.com,90~
36321607,권상지,남,1997,127,010-3527-2590,TRUE,TRUE,"(37.5047072, 127.0485641)",6S570APX-X1GJ-9R6U-4NQA-6AJEL4TKCO6O,2018-03-15,2018-07-13,2019-12-10,2019-03-17,Null,Null,Null,sakdmpa6389@gmail.com,90~
42326512,최정제,여,1971,331,010-8962-5783,FALSE,FALSE,"(37.5047072, 127.0485641)",MHBCLBTK-96U4-KDSH-DU0C-PSVG8T619UA1,2018-01-29,2019-07-11,Null,Null,Null,Null,Null,jqfbidv3901@gmail.com,80~89
39725737,홍갑연,여,1960,216,010-8548-6909,FALSE,FALSE,"(37.5047072, 127.0485641)",LQKJVZB3-PAGW-ZTAF-TV7T-BM4QT88RCQ6X,2017-05-25,2018-06-22,Null,Null,Null,Null,Null,ngxollt7858@gmail.com,20~29
45984344,류수돌,남,1986,226,010-8263-3667,TRUE,FALSE,"(37.5047072, 127.0485641)",15C2B67U-MQD6-DRDU-GM12-4QVMTCI9PWTI,2017-02-13,2019-05-18,Null,Null,Null,Null,Null,qjwnlup9197@gmail.com,80~89
71139547,김병신,여,1995,431,010-5138-7399,TRUE,FALSE,"(37.5047072, 127.0485641)",TSDQAFS6-TEH1-1US1-P0OE-JQO7C8BK1O80,2019-03-27,2020-04-13,2019-08-25,2019-08-26,Null,Null,Null,hprfmfi7017@gmail.com,20~29
31796462,오철지,여,1990,1129,010-7114-5634,FALSE,TRUE,"(37.5047072, 127.0485641)",XNCCYNMK-BHI2-DL6Y-JDDB-EY5K0TMM3ES5,2017-10-27,2019-06-26,2020-03-14,2019-04-29,Null,Null,Null,gqlchat5434@gmail.com,1~9
47816063,권상지,여,1976,615,010-3719-9522,TRUE,TRUE,"(37.5047072, 127.0485641)",W6PIY3XQ-BWE3-82O7-DBRW-2EB3B5YETSWD,2017-07-16,2018-10-23,2020-08-24,2020-12-27,Null,Null,Null,gygdwoe2324@gmail.com,15~19
2695019,신호,여,1957,118,010-0377-6149,TRUE,FALSE,"(37.5047072, 127.0485641)",GIR7LBT2-UPGV-26ID-TNXS-FGG2DETUYEML,2019-11-19,2019-05-17,Null,Null,Null,Null,Null,fgfordd0936@gmail.com,90~
74374507,오상지,여,1989,330,010-2038-4428,FALSE,TRUE,"(37.5047072, 127.0485641)",PPKZCZFD-7COV-WZKV-ELWC-MVK49VBBJEJM,2017-06-30,2020-06-11,Null,Null,Null,Null,Null,uuyzsfi1312@gmail.com,90~
56541623,오상수,남,1981,718,010-6049-5425,FALSE,TRUE,"(37.5047072, 127.0485641)",E85192DO-5MO1-EKE4-AEEU-VU103WR32S2K,2018-05-31,2018-10-31,2019-12-24,2020-08-15,Null,Null,Null,qglfnkv0779@gmail.com,15~19
46246222,김상수,남,1986,823,010-9231-1216,FALSE,FALSE,"(37.5047072, 127.0485641)",JO9H93B3-3WW3-7TV8-X5RK-7DRTBDVW9ALK,2017-06-27,2019-08-13,Null,Null,Null,Null,Null,yfbcemb3121@gmail.com,90~
99858864,유정연,여,1967,1222,010-8168-0015,FALSE,TRUE,"(37.5047072, 127.0485641)",D7KW7UER-PIZD-FXL6-RACL-M2NWEJY7IDJ2,2019-04-30,2020-07-17,Null,Null,Null,Null,Null,vmssmkh6543@gmail.com,50~59
50771367,홍정돌,여,1989,221,010-7733-2383,FALSE,TRUE,"(37.5047072, 127.0485641)",POVJ4PEP-LYGQ-A1QF-0GKJ-IZUJE20J0ONI,2017-07-21,2019-05-19,Null,Null,Null,Null,Null,oykzhjl2772@gmail.com,10~14
8478425,권태제,여,1981,916,010-7021-9189,TRUE,TRUE,"(37.5047072, 127.0485641)",DQHVGX8Y-JWWP-OGC6-VI84-ZRIHAM4IU7SZ,2020-11-11,2019-09-21,2020-05-16,2020-07-16,Null,Null,Null,cecnikb9414@gmail.com,20~29
89967435,송수철,여,1962,616,010-1831-2889,FALSE,TRUE,"(37.5047072, 127.0485641)",65VYFZEO-EOI5-UEG4-R1A1-P5IKW9L9C5XG,2019-08-16,2018-10-27,Null,Null,Null,Null,Null,kekjrft4920@gmail.com,10~14
33504409,박희,여,1955,128,010-2467-8248,TRUE,TRUE,"(37.5047072, 127.0485641)",R2RALN2U-Y75M-X3EY-JR96-SBQWFD0TT426,2019-09-11,2018-11-31,2019-09-11,2020-08-13,Null,Null,Null,txwjxsj4501@gmail.com,90~
4507910,기철연,여,1969,117,010-1603-3332,FALSE,TRUE,"(37.5047072, 127.0485641)",AGVLHCTH-5DGP-9DYN-CY4I-JNQNEJGO2PNP,2020-06-27,2020-03-25,Null,Null,Null,Null,Null,wqoyrcs8459@gmail.com,1~9
95193398,김혜호,여,1999,1117,010-7384-4767,TRUE,FALSE,"(37.5047072, 127.0485641)",DNYLJRMY-FGRG-11QA-YTIU-UMXMVWUC9WR9,2019-05-26,2018-07-10,2020-03-26,2019-11-19,Null,Null,Null,pzbuioe0264@gmail.com,1~9
87005190,송정제,남,1979,714,010-2860-9647,TRUE,FALSE,"(37.5047072, 127.0485641)",KOUKXZBV-LIUN-P0UF-PAZ2-QE4VGCW71FAB,2020-06-17,2020-06-31,2019-01-28,2020-01-12,Null,Null,Null,sdoakjd7312@gmail.com,50~59
49154942,마지제,여,1956,814,010-7379-1214,TRUE,TRUE,"(37.5047072, 127.0485641)",X0393GR1-SFV7-2Q4V-4M2Z-Y9TY1SAZLZVG,2020-06-27,2019-10-16,Null,Null,Null,Null,Null,joskrem4720@gmail.com,50~59
14639572,최도지,여,1987,1229,010-8907-6262,FALSE,FALSE,"(37.5047072, 127.0485641)",6J8CF5QP-HEQV-T7IG-GF06-3NO6RAV60ILC,2020-03-19,2018-02-15,2020-09-20,2019-11-20,Null,Null,Null,jjujgez2060@gmail.com,10~14
77634640,권수돌,여,1960,724,010-9460-1300,FALSE,FALSE,"(37.5047072, 127.0485641)",PM3FBCUQ-41OH-B31C-VQ9F-ZMLQYDBV00QB,2017-01-21,2020-08-30,Null,Null,Null,Null,Null,tpuycre4048@gmail.com,70~79
5104348,오정호,여,1966,722,010-5903-2021,FALSE,TRUE,"(37.5047072, 127.0485641)",1OYR96I1-H9FT-57TR-7DFL-MKPGM20MRKED,2017-01-24,2019-09-29,2020-09-12,2019-07-18,Null,Null,Null,ueonbqk6471@gmail.com,20~29
62025118,최지지,여,1989,629,010-1079-5518,TRUE,TRUE,"(37.5047072, 127.0485641)",W8PHSGI5-50FU-1F4N-MYXB-NMBY7AEZ8A32,2020-12-22,2018-06-11,2019-08-15,2019-01-29,Null,Null,Null,tlwrwng2282@gmail.com,30~39
29867511,신갑제,남,1966,929,010-6239-6145,TRUE,TRUE,"(37.5047072, 127.0485641)",HGFCUDFC-9KL1-9EOO-823G-U1YMSOWYI02L,2020-08-28,2018-12-23,Null,Null,Null,Null,Null,rhctnbq7508@gmail.com,1~9
89782712,최수신,남,1994,1015,010-8330-1729,TRUE,TRUE,"(37.5047072, 127.0485641)",I8TR98FG-WNZ1-WHHX-F1SI-XQHKY9PU9JXW,2018-08-17,2018-07-20,Null,Null,Null,Null,Null,pojrfsj1443@gmail.com,60~69
16237841,기병준,여,1970,329,010-3743-5109,FALSE,FALSE,"(37.5047072, 127.0485641)",DHIN3U0M-02IK-I7TH-WR6H-J0BEPSFQAU2X,2020-10-28,2019-02-28,Null,Null,Null,Null,Null,efujsrl3859@gmail.com,40~49
45481743,송혜제,남,1971,1130,010-3673-3092,FALSE,TRUE,"(37.5047072, 127.0485641)",UG0R8CL6-JOP0-RPT2-Q0EH-36J99POW07GH,2019-12-12,2020-02-12,2019-07-14,2020-09-29,Null,Null,Null,qhyadfo2792@gmail.com,1~9
57619899,신상준,남,1979,1024,010-4627-3833,FALSE,TRUE,"(37.5047072, 127.0485641)",I3IRCS4I-UHZ1-EPO2-V641-HA351JE6Z3GI,2019-03-31,2020-07-12,Null,Null,Null,Null,Null,tmxdobi3487@gmail.com,60~69
90414484,최갑준,여,1984,627,010-0051-8283,TRUE,FALSE,"(37.5047072, 127.0485641)",NQK0KC2I-7B66-FT1S-Z9RI-CMWS03CWSZ3O,2020-01-31,2018-03-25,Null,Null,Null,Null,Null,mybortp4802@gmail.com,20~29
44032715,신태호,여,1970,413,010-8530-4836,TRUE,TRUE,"(37.5047072, 127.0485641)",39YDBPH8-YWCS-3SIV-2IUZ-Q5RAXZQ1M84A,2018-11-27,2019-02-20,2020-01-16,2019-05-19,Null,Null,Null,kgahvqe3467@gmail.com,40~49
23175689,홍도돌,여,1954,619,010-7042-1783,TRUE,TRUE,"(37.5047072, 127.0485641)",1EYSH3RF-D4KX-7NAO-2NCU-HG4HXG1MPU07,2019-08-19,2020-05-16,2019-01-22,2019-03-28,Null,Null,Null,urzlkzb2172@gmail.com,60~69
74885226,마상제,남,1988,313,010-2841-6307,TRUE,TRUE,"(37.5047072, 127.0485641)",OGEF1REL-XHI3-P7F6-R4W2-HAH3SSNNS65R,2019-09-28,2020-09-10,2020-12-14,2020-05-15,Null,Null,Null,oyrdbfn3414@gmail.com,50~59
25725280,박병호,여,1961,1122,010-3423-5972,TRUE,FALSE,"(37.5047072, 127.0485641)",84H4Z0R7-3KWF-FVKW-YLZB-ZRZL4542DE6W,2018-06-28,2020-10-20,Null,Null,Null,Null,Null,pobcxme9423@gmail.com,70~79
5285209,송혜호,남,1974,1022,010-6523-0710,TRUE,FALSE,"(37.5047072, 127.0485641)",1HJTI10T-8SQC-3CLY-E0GP-FDOZRZ6B0CE0,2020-02-26,2019-08-10,Null,Null,Null,Null,Null,nfxrybi3228@gmail.com,60~69
93874285,류철제,남,1987,718,010-3097-0751,TRUE,TRUE,"(37.5047072, 127.0485641)",OENWERQK-PRY1-8V5W-SP03-P896OSXY8TPB,2020-12-19,2018-12-22,2019-12-26,2019-06-10,Null,Null,Null,esgguyw6987@gmail.com,90~
37906783,박도제,남,1999,931,010-8111-4694,TRUE,TRUE,"(37.5047072, 127.0485641)",MZ7PQGDX-0OHV-ECKN-UKV5-MKI3RJJ2VPB9,2018-08-11,2018-10-26,Null,Null,Null,Null,Null,brneedn5536@gmail.com,1~9
64670286,최혜철,남,1970,724,010-9994-3443,TRUE,TRUE,"(37.5047072, 127.0485641)",O083GY73-GXOV-KYT3-NB6Z-XHVUYQVNE7LC,2020-02-27,2019-07-24,Null,Null,Null,Null,Null,awvnmep4651@gmail.com,30~39
54765244,마정연,남,1967,126,010-5971-4789,TRUE,FALSE,"(37.5047072, 127.0485641)",LZD705QE-JPFZ-2O3H-SF7E-KP8NT6HINZPS,2017-05-21,2020-08-10,Null,Null,Null,Null,Null,sdpgatx2448@gmail.com,20~29
29904260,권혜지,남,1995,325,010-3826-7408,TRUE,TRUE,"(37.5047072, 127.0485641)",6FXXA47O-80OM-S47K-A7SM-1T41PDBJMZG1,2019-09-22,2020-09-24,2019-03-26,2020-04-26,Null,Null,Null,rvxhjhs3519@gmail.com,1~9
53345813,송혜빈,남,1994,111,010-8869-3600,FALSE,TRUE,"(37.5047072, 127.0485641)",TFAOF62H-A4MB-K0D1-T83X-5FQYA0IJINEP,2019-05-14,2020-04-14,2020-10-27,2019-05-15,Null,Null,Null,rnaodcx6892@gmail.com,15~19
74437889,마태빈,남,1991,327,010-1052-1565,TRUE,TRUE,"(37.5047072, 127.0485641)",ZN96VP2R-89MR-W46L-C45A-84NNIERN2IR8,2019-04-22,2020-05-18,2020-04-22,2019-04-29,Null,Null,Null,zigsedz9997@gmail.com,1~9
49709983,기갑수,여,1955,329,010-6047-7518,FALSE,FALSE,"(37.5047072, 127.0485641)",9GOIHHU4-TSRV-SQC7-5WC4-M7OISIZI65IC,2019-07-15,2019-07-30,2019-07-26,2019-01-25,Null,Null,Null,zpiuokc9900@gmail.com,15~19
65717912,권준,여,1975,426,010-5163-2692,TRUE,TRUE,"(37.5047072, 127.0485641)",RXSH19XB-FKZR-92OB-WB3G-FL8SAGPS95OZ,2020-12-17,2020-04-17,2020-06-25,2020-05-14,Null,Null,Null,myeoqog4303@gmail.com,40~49
42935649,이태준,여,1959,210,010-2146-4012,FALSE,TRUE,"(37.5047072, 127.0485641)",DVVHK2QJ-0KLR-APUP-08MB-MZCB42GNOGTG,2020-04-24,2019-08-27,Null,Null,Null,Null,Null,zfbpuwn8809@gmail.com,90~
14715299,류준,여,1964,712,010-8533-2076,FALSE,FALSE,"(37.5047072, 127.0485641)",MOU2AILQ-8AJ4-N5NB-JXLM-QX7VTUY5UBOK,2018-12-15,2019-07-31,Null,Null,Null,Null,Null,slzspuk1143@gmail.com,10~14
97974476,박상수,여,1999,1124,010-6724-6355,FALSE,TRUE,"(37.5047072, 127.0485641)",2Q66658F-X7FT-NJ4P-L2MM-SYDF1696LK5O,2020-01-10,2018-05-17,2020-12-28,2020-10-16,Null,Null,Null,rkajhsf6009@gmail.com,10~14
46441028,신갑수,남,1991,1225,010-4439-1050,FALSE,TRUE,"(37.5047072, 127.0485641)",HGI5PWPU-BTIK-UX9H-W2SM-JJVYBDHZ2FWI,2019-04-26,2019-09-12,2019-04-11,2020-05-14,Null,Null,Null,wbvqfii3164@gmail.com,50~59
32606488,류철신,남,1952,212,010-4251-2141,FALSE,FALSE,"(37.5047072, 127.0485641)",84GH7VEI-5HHL-HHLA-SSUM-H33V816FDDF6,2019-02-21,2019-05-22,Null,Null,Null,Null,Null,bdsgxiu9884@gmail.com,40~49
77510080,유지수,여,1955,225,010-1078-6004,TRUE,TRUE,"(37.5047072, 127.0485641)",RG50GAMQ-EE8V-4JI6-8VIP-LIP67TSU2R1J,2020-04-24,2019-12-21,2020-02-29,2020-08-21,Null,Null,Null,qjvmouj8153@gmail.com,10~14
21785507,송갑희,여,1958,329,010-2521-6610,TRUE,FALSE,"(37.5047072, 127.0485641)",KY05YT9M-NLYT-QM9M-LT6R-S2W4E3O00FOW,2020-11-23,2019-08-22,Null,Null,Null,Null,Null,ddubtmx8577@gmail.com,80~89
3080228,권지빈,남,1977,526,010-4999-0992,TRUE,FALSE,"(37.5047072, 127.0485641)",49Z4YO57-L8TT-YKGQ-JOQ4-XEG43DK5AIO1,2020-06-19,2020-08-30,Null,Null,Null,Null,Null,xowziym3870@gmail.com,40~49
86215926,김정신,여,1981,325,010-9621-8692,FALSE,FALSE,"(37.5047072, 127.0485641)",XEMQOHZ7-5CX1-6242-3QPK-BR775010G3IP,2018-02-30,2019-03-12,2020-01-11,2019-03-14,Null,Null,Null,gjzvgvt2982@gmail.com,15~19
46770709,권도준,남,1992,117,010-9111-6844,TRUE,TRUE,"(37.5047072, 127.0485641)",T32FFCOG-AVEI-591V-VIQX-XP19CMKZ5MD8,2017-09-11,2018-12-17,Null,Null,Null,Null,Null,vuwwzxo0660@gmail.com,70~79
27417785,오수,남,1994,714,010-3697-7852,FALSE,FALSE,"(37.5047072, 127.0485641)",HKZWFKS5-DJMF-F0EW-S9OR-J8MCHG5GIBFT,2017-04-28,2019-04-15,2019-11-21,2019-10-10,Null,Null,Null,ixatlwf7862@gmail.com,10~14
49110858,송정제,여,1970,826,010-0526-5414,FALSE,FALSE,"(37.5047072, 127.0485641)",K5BH8AAX-XK27-2RP0-D029-2KFMTNCCH30B,2019-08-14,2019-02-21,Null,Null,Null,Null,Null,ckuifpw6791@gmail.com,50~59
72663213,유수제,여,1951,422,010-1511-9430,TRUE,FALSE,"(37.5047072, 127.0485641)",4X9UUDPO-4H4Q-WD2A-BCJE-4MQCNCL9L5BJ,2018-08-10,2020-03-25,2019-07-15,2020-01-28,Null,Null,Null,akwdlrg3405@gmail.com,70~79
71414572,홍병연,여,1974,418,010-2383-1822,TRUE,FALSE,"(37.5047072, 127.0485641)",4HBCTEGU-CJVR-FAIB-NQ4Z-A68C544JPNQD,2019-12-15,2020-04-11,2020-04-23,2019-01-13,Null,Null,Null,mwrzcbq6552@gmail.com,80~89
53156680,유병신,여,1995,1022,010-1581-8369,FALSE,TRUE,"(37.5047072, 127.0485641)",JNQLRYZI-QH6T-467G-YUFK-YWBFKCWCUJJO,2020-07-20,2020-04-15,2019-10-23,2019-08-29,Null,Null,Null,chwjufs1986@gmail.com,90~
62615110,최도돌,남,1985,422,010-2305-8120,TRUE,TRUE,"(37.5047072, 127.0485641)",027RIZYB-WSWP-04EW-M66K-39NTFHWPE6RN,2018-11-14,2020-10-25,Null,Null,Null,Null,Null,twjeluk1005@gmail.com,70~79
5418475,이태연,남,1968,319,010-3966-2502,FALSE,TRUE,"(37.5047072, 127.0485641)",38F1HGLF-ZHCX-H90V-PGGY-UA1SUTKXKN05,2018-04-20,2020-01-19,Null,Null,Null,Null,Null,qinahff9718@gmail.com,20~29
5674993,김수준,여,1956,430,010-2864-8899,TRUE,FALSE,"(37.5047072, 127.0485641)",5FDB2VWY-M9JE-5V8A-EN0K-711G6C5MWOXF,2017-05-13,2020-08-31,Null,Null,Null,Null,Null,fjhnxpy2596@gmail.com,80~89
37228347,최정수,여,1964,410,010-0919-3905,TRUE,TRUE,"(37.5047072, 127.0485641)",24QNKNNW-MBAO-JGI6-7GK5-LK2PNOZ01GFI,2020-10-28,2019-12-23,2019-08-15,2020-08-20,Null,Null,Null,sprrxfo5510@gmail.com,50~59
53164275,최지,남,1962,1124,010-4591-7274,TRUE,TRUE,"(37.5047072, 127.0485641)",L0H4KINB-H4LC-QXRQ-863W-C6A0TLSXGS3C,2017-02-21,2019-12-27,Null,Null,Null,Null,Null,aagdfzq7042@gmail.com,10~14
56103538,권갑철,남,2000,826,010-7468-5601,TRUE,TRUE,"(37.5047072, 127.0485641)",370UJVVJ-17YE-0UWO-196K-7V7AJQ10ID27,2020-03-14,2019-10-10,2019-03-30,2020-12-22,Null,Null,Null,boflnbo8387@gmail.com,40~49
76305913,최혜철,여,1972,412,010-3850-1066,TRUE,FALSE,"(37.5047072, 127.0485641)",5JUKLTMW-467J-0JVZ-W40H-WEVIPSYHDMNZ,2019-11-23,2019-03-18,Null,Null,Null,Null,Null,eunztqj0368@gmail.com,1~9
79526708,류신,여,1991,513,010-4839-7118,FALSE,FALSE,"(37.5047072, 127.0485641)",3HDAWWN8-F0QP-UF5F-7MRI-MLGIL8HZMRMN,2020-07-21,2018-03-14,Null,Null,Null,Null,Null,rkbyesf3302@gmail.com,40~49
46608794,송수,여,1983,915,010-3697-2756,TRUE,FALSE,"(37.5047072, 127.0485641)",EFP2OV7E-V12A-T0ER-A219-1DM3TK0SY4LT,2020-09-31,2018-07-20,Null,Null,Null,Null,Null,gomncoi3643@gmail.com,1~9
24430796,류병준,남,1992,323,010-3037-5181,TRUE,TRUE,"(37.5047072, 127.0485641)",MF25OZW0-DVET-978P-THT8-FJ1QM7Q0F1QC,2020-02-10,2018-04-18,2020-07-17,2019-01-30,Null,Null,Null,hjaivgb2126@gmail.com,30~39
15528402,김수지,남,1974,1215,010-9717-6756,FALSE,FALSE,"(37.5047072, 127.0485641)",KJ91UKM8-YKAU-CP7H-7SXG-BUPLOJG4G6T1,2017-11-12,2019-10-11,Null,Null,Null,Null,Null,zhmnyrc5885@gmail.com,40~49
84256008,최태신,여,1998,711,010-2310-5707,FALSE,TRUE,"(37.5047072, 127.0485641)",B9JCD6KN-QIYC-DTUC-L5OH-NJ2702ZU8V18,2017-08-20,2019-04-27,Null,Null,Null,Null,Null,sdpiiuw7189@gmail.com,30~39
607536,기상수,남,1959,531,010-8547-9078,FALSE,TRUE,"(37.5047072, 127.0485641)",HSHKD172-Q675-4SRZ-IU9K-5Q10ZYBNHIG0,2018-10-31,2019-02-29,Null,Null,Null,Null,Null,bwtyrdi3123@gmail.com,20~29
37798445,유정연,여,2000,710,010-8109-5000,TRUE,TRUE,"(37.5047072, 127.0485641)",V0VGXYNY-U5TR-I6K9-GRNP-9REUUC45VEGA,2018-07-12,2020-12-20,Null,Null,Null,Null,Null,snlqfub9288@gmail.com,30~39
64965016,송병제,여,1968,311,010-0247-6979,FALSE,FALSE,"(37.5047072, 127.0485641)",6FB37QSK-GQGN-FHE7-GERB-WNG04NREXD5K,2017-08-10,2020-09-23,Null,Null,Null,Null,Null,vvnonra9695@gmail.com,60~69
69569614,유정희,여,1965,214,010-6561-4729,TRUE,TRUE,"(37.5047072, 127.0485641)",MQTF6W3B-CP0E-W5PU-48BQ-2SQSSE3MHEM5,2017-08-14,2020-11-19,Null,Null,Null,Null,Null,eleiefc5760@gmail.com,10~14
72067936,기지준,여,1975,517,010-6287-1840,FALSE,FALSE,"(37.5047072, 127.0485641)",EB35BBIL-SU8C-IEP8-YOM1-35V3AUP9MZ8W,2019-06-23,2018-03-26,2020-02-23,2019-10-26,Null,Null,Null,ywvrcab6594@gmail.com,40~49
99013429,홍지연,여,1960,627,010-2103-8533,TRUE,TRUE,"(37.5047072, 127.0485641)",QFS5FWU2-2IY7-IVNC-FU61-QL245EA6LWKC,2018-11-30,2020-02-22,2019-02-31,2019-11-29,Null,Null,Null,jtbaiof9192@gmail.com,50~59
47964612,신갑희,남,1972,1027,010-9472-2750,TRUE,TRUE,"(37.5047072, 127.0485641)",TCT63JH7-DF4L-UO2Q-0C4V-MCM260D4XAI3,2019-08-11,2018-04-14,Null,Null,Null,Null,Null,wrmwiry7405@gmail.com,15~19
94868401,오철지,남,1982,728,010-7400-8069,TRUE,TRUE,"(37.5047072, 127.0485641)",069FW1BO-HR0G-2M3P-EACH-1181VWMJXBUV,2019-11-25,2020-08-16,2019-11-20,2019-05-10,Null,Null,Null,axapkka4726@gmail.com,90~
10846879,마수희,남,1980,414,010-5212-7109,FALSE,FALSE,"(37.5047072, 127.0485641)",ZBDHXBYC-CSK9-FJGE-KFRF-R5Q7C5VO464W,2018-08-16,2020-10-25,Null,Null,Null,Null,Null,qekzdgc7557@gmail.com,10~14
19875667,권지철,여,1972,215,010-3198-3376,TRUE,TRUE,"(37.5047072, 127.0485641)",QZ3MIFUJ-FI33-9BPD-O3WO-94GV8C77MR7B,2019-11-31,2020-03-24,2019-07-22,2020-06-23,Null,Null,Null,ydzmjns0730@gmail.com,40~49
21213164,마수지,남,1966,814,010-0732-4962,TRUE,FALSE,"(37.5047072, 127.0485641)",SAQQGSGL-6EGI-PLLL-OCSM-B3OYEPQK9L6E,2020-06-30,2018-07-12,Null,Null,Null,Null,Null,oahgdcf0319@gmail.com,60~69
29140183,김갑지,남,1993,524,010-9173-5093,TRUE,FALSE,"(37.5047072, 127.0485641)",RC6ZMCK4-Q8Q1-2J1Y-KDHV-IWPWED85KG7K,2018-01-19,2020-08-28,2020-09-30,2019-09-10,Null,Null,Null,gyamwom6861@gmail.com,60~69
64691995,홍정철,남,1976,119,010-9187-1406,TRUE,FALSE,"(37.5047072, 127.0485641)",7XYZD7V7-6VAJ-AQT5-76VO-77NDZGKPA921,2017-08-12,2018-02-21,2019-05-23,2019-08-11,Null,Null,Null,nbynfjh7635@gmail.com,30~39
5407778,신병희,남,1969,120,010-3380-5016,TRUE,TRUE,"(37.5047072, 127.0485641)",Q81RYS68-5Z6T-W7D2-ZCP8-P5S9BUWJ1ERI,2019-01-24,2019-05-12,Null,Null,Null,Null,Null,cyykjqm7185@gmail.com,1~9
7336430,김상제,여,1956,827,010-7391-8092,FALSE,FALSE,"(37.5047072, 127.0485641)",V4NCDPTL-L1G8-EX9J-9L8F-D069MJ8QS4YL,2017-08-12,2020-02-28,2019-09-18,2019-06-12,Null,Null,Null,zgcfgvv7237@gmail.com,15~19
84985054,박수돌,여,1987,1223,010-9240-2537,TRUE,TRUE,"(37.5047072, 127.0485641)",E97U3Q6S-M1SL-O9ZY-AEDH-DZZ8Y6J8FKB6,2019-05-13,2019-10-12,2019-10-19,2019-03-11,Null,Null,Null,qvthkyv5390@gmail.com,1~9
25838653,송병제,여,1957,524,010-0750-2367,FALSE,TRUE,"(37.5047072, 127.0485641)",78MJYS2L-KN5L-X2VB-H8VO-HIHOFYE9LD5X,2018-11-31,2018-01-28,Null,Null,Null,Null,Null,paucagx0421@gmail.com,20~29
47303270,류제,남,1997,110,010-9795-7450,TRUE,TRUE,"(37.5047072, 127.0485641)",FSXQUX2E-66HU-U800-G65T-XTYKLYUDZYGU,2017-10-16,2018-07-27,Null,Null,Null,Null,Null,efqxpfg5410@gmail.com,30~39
26582526,신철철,남,1995,816,010-0541-3465,TRUE,FALSE,"(37.5047072, 127.0485641)",48U54K8C-XS38-JZBA-A50I-50OIOOSGJOC8,2020-12-19,2018-06-13,Null,Null,Null,Null,Null,phrxfpg9617@gmail.com,90~
74250361,최태제,여,1954,1223,010-0747-9483,TRUE,FALSE,"(37.5047072, 127.0485641)",49CORG4U-NF8I-KOJO-MZIP-Y49VR3I6Y38M,2020-12-24,2018-04-25,2020-05-21,2019-08-12,Null,Null,Null,cofkjar6131@gmail.com,50~59
67240770,오수호,여,1998,1129,010-1656-5081,FALSE,TRUE,"(37.5047072, 127.0485641)",I6SMQVT5-YEL3-ULLR-JL91-7LUV8MQH1BY9,2020-08-31,2020-02-31,Null,Null,Null,Null,Null,iyfifkb2148@gmail.com,70~79
18952394,이정지,남,1982,823,010-4191-0720,TRUE,FALSE,"(37.5047072, 127.0485641)",RJI843DN-Y98H-Z0DG-0D39-Z4W88XB6AW5Y,2019-05-14,2018-07-11,2019-03-25,2020-01-15,Null,Null,Null,ssmrusb6814@gmail.com,15~19
97466243,유도지,남,1988,712,010-3917-7820,FALSE,TRUE,"(37.5047072, 127.0485641)",K2QQ324I-7QP4-TALZ-T2WO-VZ4S0VUIDYN6,2017-05-30,2018-02-17,2019-09-10,2019-02-25,Null,Null,Null,jgvtvzc8884@gmail.com,15~19
